2017-10-27 10:46:15,443 [myid:] - INFO  [NIOServerCxn.Factory:0.0.0.0/0.0.0.0:2181:ZooKeeperServer@942] - Client attempting to establish new session at /127.0.0.1:51007
2017-10-27 10:46:15,447 [myid:] - INFO  [SyncThread:0:ZooKeeperServer@687] - Established session 0x15f5b89c02f0008 with negotiated timeout 10000 for client /127.0.0.1:51007
2017-10-27 10:46:15,827 [myid:] - INFO  [ProcessThread(sid:0 cport:2181)::PrepRequestProcessor@486] - Processed session termination for sessionid: 0x15f5b89c02f0008
2017-10-27 10:46:15,828 [myid:] - INFO  [NIOServerCxn.Factory:0.0.0.0/0.0.0.0:2181:NIOServerCnxn@1044] - Closed socket connection for client /127.0.0.1:51007 which had sessionid 0x15f5b89c02f0008
2017-10-27 12:59:59,278 [myid:] - INFO  [SessionTracker:ZooKeeperServer@358] - Expiring session 0x15f5b89c02f0000, timeout of 6000ms exceeded
2017-10-27 12:59:59,284 [myid:] - INFO  [ProcessThread(sid:0 cport:2181)::PrepRequestProcessor@486] - Processed session termination for sessionid: 0x15f5b89c02f0000
2017-10-27 12:59:59,289 [myid:] - INFO  [SyncThread:0:NIOServerCnxn@1044] - Closed socket connection for client /0:0:0:0:0:0:0:1:50193 which had sessionid 0x15f5b89c02f0000
2017-10-27 12:59:59,572 [myid:] - INFO  [NIOServerCxn.Factory:0.0.0.0/0.0.0.0:2181:NIOServerCnxnFactory@192] - Accepted socket connection from /127.0.0.1:52108
2017-10-27 12:59:59,576 [myid:] - INFO  [NIOServerCxn.Factory:0.0.0.0/0.0.0.0:2181:ZooKeeperServer@935] - Client attempting to renew session 0x15f5b89c02f0000 at /127.0.0.1:52108
2017-10-27 12:59:59,577 [myid:] - INFO  [NIOServerCxn.Factory:0.0.0.0/0.0.0.0:2181:ZooKeeperServer@680] - Invalid session 0x15f5b89c02f0000 for client /127.0.0.1:52108, probably expired
